28.0212656,-26.0511950
28.0236843,-26.0606285
28.0101950,-26.0162803
28.1444608,-25.9280687
28.1463651,-25.9290577
28.1400713,-25.9257288
28.0902675,-26.0497019
28.0765969,-26.0028475
28.0584454,-25.9864563
28.0289057,-26.0280552
28.0950174,-25.9398721
28.0859619,-26.0415709
28.0859878,-26.0414439
28.0905790,-26.0430182
28.0663829,-26.0384232
28.0611629,-26.0372911
28.0599603,-26.0436818
28.0598262,-26.0436650
28.0603231,-26.0407479
28.0605841,-26.0394537
28.0610224,-26.0372627
28.0582836,-26.0373551
28.0585733,-26.0487294
28.1045086,-25.8914496
28.1196440,-25.8723911
28.0157230,-26.0426712
28.0235031,-26.0604932
28.0252173,-26.0672863
28.0158680,-26.0425827
28.0255391,-26.0393771
28.0256795,-26.0394712
28.0250998,-26.0444455
28.0248346,-26.0471327
28.0309688,-26.0475945
28.0252459,-26.0444550
28.0238000,-26.0525642
28.0239362,-26.0525842
28.0228398,-26.0570875
28.0227757,-26.0569026
28.0226708,-26.0576053
28.0226127,-26.0574207
28.0226295,-26.0577311
28.1421389,-25.8939733
28.1322696,-25.9216770
28.0121043,-26.0082525
28.0244916,-25.9176862
28.1357986,-25.8604786
28.1539996,-25.8411938
28.1679285,-25.8405708
28.1730145,-25.8398273
28.0100340,-26.0326488
28.0094713,-26.0266892
28.1105939,-26.0347970
28.1211839,-26.0093321
28.1211270,-26.0094562
28.1212500,-26.0095187
28.1212991,-26.0094020
28.1227585,-26.0063340
28.1171724,-26.0058233
28.1170732,-26.0057177
28.1244224,-26.0024058
28.1245434,-26.0024434
28.1262992,-25.9990632
28.1264073,-25.9991708
28.1268797,-25.9943759
28.1288674,-25.9948526
28.1289839,-25.9949484
28.1286623,-25.9959492
28.1285406,-25.9959034
28.1208510,-25.9910418
28.1319209,-25.9880769
28.1319310,-25.9882321
28.1321602,-25.9880220
28.1278016,-25.9805055
28.1329662,-25.9817967
28.1331868,-25.9818461
28.1329316,-25.9819051
28.1331507,-25.9819634
28.1249950,-25.9799892
28.1203456,-25.9787645
28.1204328,-25.9863961
28.1173275,-25.9825731
28.1204469,-25.9789244
28.1204825,-25.9788016
28.1203137,-25.9788976
28.1184814,-25.9784548
28.1185134,-25.9783337
28.1197496,-25.9736215
28.1202602,-25.9702794
28.1444423,-25.9281767
28.1463648,-25.9291637
28.1399775,-25.9258415
28.1320770,-25.9217527
28.1377405,-25.9283049
28.1321226,-25.9216056
28.1411167,-25.8806686
28.1651600,-25.8725002
28.2099916,-25.8629102
28.2204317,-25.8598463
28.2205832,-25.8597889
28.2197370,-25.8581691
28.2198986,-25.8581208
28.0586785,-26.0487258
28.0597048,-26.0485990
28.0589177,-26.0545142
28.0590347,-26.0545160
28.0590801,-26.0575442
28.0591998,-26.0575363
28.0592518,-26.0604529
28.0593903,-26.0604133
28.0592805,-26.0605568
28.0594089,-26.0605192
28.0607285,-26.0641238
28.0608399,-26.0640792
28.0613303,-26.0655904
28.0614922,-26.0655930
28.0642269,-26.0722320
28.0643530,-26.0721910
28.0651697,-26.0750570
28.0202861,-26.0474350
28.0204207,-26.0473737
28.0242982,-26.0637838
28.0244677,-26.0637494
28.0263162,-26.0756438
28.0427172,-26.0010314
28.0509228,-25.9906729
27.9470320,-26.0323719
27.9425897,-26.0219705
28.0908290,-26.0624447
28.0911135,-26.0622664
28.0915388,-26.0648126
28.0918231,-26.0650351
28.0924031,-26.0661281
28.0904847,-26.0564870
28.0905495,-26.0496999
28.0908319,-26.0430208
28.0908416,-26.0428787
28.0905858,-26.0428650
28.0697344,-26.0423919
28.0712008,-26.0479568
28.0448306,-26.0413623
28.0219027,-26.0600740
28.0158012,-26.0702210
28.0159272,-26.0703041
28.0148646,-26.0716385
28.0122267,-26.0752734
28.0110128,-26.0776421
28.0110918,-26.0777341
28.0104538,-26.0787207
28.0105674,-26.0787817
28.0288639,-26.0281635
28.0287472,-26.0281552
28.0287939,-26.0280459
28.0334357,-26.0298767
28.0338414,-26.0311163
28.0481433,-26.0363098
28.0517090,-26.0362366
28.2906204,-25.7797177
28.2887899,-25.7789986
28.2904743,-25.7836554
28.2906280,-25.7871793
28.2983483,-25.7913366
28.2896682,-25.7995145
28.2833954,-25.7882200
28.2787606,-25.7905439
28.2748852,-25.7882559
28.2839627,-25.7949992
28.2819865,-25.8066601
28.3022431,-25.8036504
28.3057125,-25.7962610
28.3106974,-25.7911509
28.2777857,-25.7815477
28.2829355,-25.7767952
28.2679083,-25.7646577
28.2596292,-25.7629068
28.2555667,-25.7623327
28.2513904,-25.7615537
28.2583460,-25.7674158
28.3004037,-25.7839165
28.3059351,-25.7858335
28.3021878,-25.7944376
28.3384864,-25.7810847
28.3002438,-25.8077042
28.2794736,-25.7665622
28.2795726,-25.7651356
28.2830525,-25.7675659
28.2760084,-25.7626967
28.2751568,-25.7564800
28.2887277,-25.7540971
28.3017506,-25.7619027
28.3022288,-25.7653772
28.2882331,-25.7683906
28.2742091,-25.7659087
28.2758524,-25.7660865
28.2974316,-25.7670246
28.3024464,-25.7668647
28.2941259,-25.7449566
28.3099683,-25.8022725
28.2857235,-25.7835332
27.9553050,-26.0436437
27.9413028,-26.0636342
27.9291768,-26.0511181
28.2731733,-25.7863045
28.2772518,-25.7841364
28.2714180,-25.7778958
28.2669385,-25.7846139
28.2640249,-25.7836080
28.2593245,-25.7830532
28.3076806,-25.7873037
28.2443957,-25.7597087
28.2620729,-25.7700079
28.0208837,-26.0258153
28.0161736,-26.0235113
28.1871191,-25.8410006
28.1956466,-25.8427275
28.1922664,-25.8458429
28.1855817,-25.8424989
28.2670578,-25.7746322
28.2543261,-25.7748774
28.2481819,-25.7608590
28.2517443,-25.7707215
28.2659510,-25.7743589
28.2637992,-25.7738132
28.2606560,-25.7729953
28.1637700,-25.8238793
28.1975845,-25.8327367
28.2007057,-25.8465070
28.1987007,-25.8395034
28.2005517,-25.8387348
28.2070273,-25.8424030
28.2149427,-25.8391722
28.2573265,-25.7721619
28.2493781,-25.7671371
28.2469165,-25.7634933
28.2559361,-25.7777365
28.0297090,-26.0641106
28.0535794,-26.0645433
28.0561066,-26.0670681
28.0460474,-26.0754899
28.2695404,-25.8166065
28.2654166,-25.8175291
28.1570504,-25.8259717
28.1640434,-25.8499818
28.1629338,-25.8622695
28.1622726,-25.8721545
28.1601839,-25.8921773
28.1542178,-25.8921981
28.2606134,-25.8214620
28.3233101,-25.7586764
28.3270582,-25.7683343
28.3276302,-25.7442854
28.3044059,-25.7500111
28.3060657,-25.7559874
28.3104888,-25.7393057
28.2992641,-25.7432103
28.3031937,-25.8133163
28.2961269,-25.8045016
28.2553067,-25.8083483
28.2413730,-25.7752276
28.2324647,-25.7709512
28.2431969,-25.7686995
28.2359968,-25.7670269
28.2373301,-25.7626615
28.2432611,-25.7580138
28.2393835,-25.7557209
28.2402783,-25.7532018
28.2351754,-25.7505942
28.2376210,-25.7504348
28.2399967,-25.7502639
28.2398723,-25.7487754
28.2375093,-25.7489561
28.2324680,-25.7478247
28.2294019,-25.7510589
28.2349131,-25.7476184
28.2325676,-25.7487621
28.2323442,-25.7463463
28.2275864,-25.7496194
28.2322232,-25.7448997
28.2346850,-25.7447285
28.2348155,-25.7461749
28.2371770,-25.7460354
28.2371216,-25.7445576
28.2396738,-25.7458606
28.2413529,-25.7457392
28.1802833,-25.8481260
28.1790062,-25.8513405
28.2814254,-25.7929233
28.2327631,-25.7661594
28.2306066,-25.7715897
28.2297362,-25.7653762
28.2273746,-25.7646213
28.2260110,-25.7771526
28.2142428,-25.7711870
28.2102748,-25.7712325
28.2207164,-25.7645529
28.2214605,-25.7558952
28.2197068,-25.7608138
28.2133801,-25.7597349
